created_at,card_id,name,rarity,description,power_hp,torque_nm,max_speed_kmh,weight_t,make,model,year,acceleration_0_100,power_kw,cylinder,engine_size,boost,id,legacy_id,country_code
2025-09-02 14:39:16.204046+00,8ab5b886-4cee-49a4-b7b8-1202fa77648a,,,Acura ILX 2.0,150,,,,Acura,ILX 2.0,2013,,111.9,4.0,2.0 I4,NA,01e3abe4-6e82-4722-b286-a39eb36f727b,,🇯🇵
2025-09-02 14:39:16.204046+00,c5dc0a11-2ee1-4e99-ac71-e2a5e8360edb,,,Acura TLX 2.0T,272,380.0,,,Acura,TLX 2.0T,2023,6.1,202.8,4.0,2.0 I4 Turbo,Turbo,0227615b-a632-4993-a166-183808e91684,,🇯🇵
2025-09-02 14:39:16.204046+00,32f2b4b5-8e2a-4e3e-8313-01986f12e193,,,Acura MDX (1st gen) 3.5,240,,,,Acura,MDX 3.5,2001,,179.0,6.0,3.5 V6,NA,053ce51c-35b6-44ba-98bb-00d9c1bbc60d,,🇯🇵
2025-09-02 14:39:16.204046+00,48ff7c4c-1b0f-4ec5-809f-344767f78187,,,Acura TLX 2.0T,272,380.0,,,Acura,TLX 2.0T,2022,6.1,202.8,4.0,2.0 I4 Turbo,Turbo,05a4d982-9f34-4f7c-8bda-71def784c0aa,,🇯🇵
2025-09-02 14:39:16.204046+00,e754c261-6420-4413-9d08-898fbded23bc,,,Acura TSX 2.4,201,233.0,,,Acura,TSX 2.4,2008,7.6,149.9,4.0,2.4 I4,NA,06a96c33-5d66-4f58-8ee3-51a6d8db1dad,,🇯🇵
2025-05-14 15:13:28.852279+00,23d61b6a-0973-422f-8a9e-3f9e5cc738b1,Alfa Romeo Stelvio Quadrifoglio,Epic,Stelvio Quadrifoglio,505,600,283,1830,Alfa Romeo,Stelvio Quadrifoglio,2021,3.6,375,V6,2891,BiTurbo,094e0a8e-22d7-4d07-bae0-73f117c430c0,2,🇮🇹
2025-09-02 14:39:16.204046+00,63709fc7-8619-4b7c-952d-2b00da9f128c,,,Acura TSX V6 (CU2),280,344.0,,,Acura,TSX V6,2010,6.5,208.8,6.0,3.5 V6,NA,0a40c4bc-c5b0-4536-9453-cd8538e53853,,🇯🇵
2025-09-02 14:39:16.204046+00,f51a6c8e-02f7-4757-86a1-13f04bdac3bf,,,Acura RDX 2.0T,272,380.0,,,Acura,RDX 2.0T,2020,,202.8,4.0,2.0 I4 Turbo,Turbo,0ceb5d25-8836-4809-b61f-bd6327c23069,,🇯🇵
2025-09-02 14:39:16.204046+00,a29f20a6-f7d2-4151-b75c-61aef23e35c6,,,Acura ZDX Type S (EV),500,,,,Acura,ZDX Type S (EV),2025,4.9,372.9,,Electric,EV,0f62108a-3d38-4b10-95dc-7ece45bb9a99,,🇯🇵
2025-05-15 05:09:22.747171+00,3d223cf3-1064-4890-b11e-82c42d79defa,164,,,,,,,Alfa Romeo,164,1995,,,,,,0fb31ca2-d2b7-4000-a7e7-8429c0b9620d,17,🇮🇹
2025-09-02 14:39:16.204046+00,7d341ba5-fe28-4cbd-bfea-92bc0e4bd5a7,,,Acura NSX (facelift) 3.2,290,412.16319999999996,,1.43,Acura,NSX 3.2 Facelift,2002,,216.3,6.0,3.2 V6,NA,10fb144d-91b8-4c20-80c9-7101fbc2b38a,,🇯🇵
2025-03-26 13:02:33.598207+00,43f15542-3753-46b5-9e20-756e2342e61b,F50,Legend,Ferrari F50,520,471,325,1230,Ferrari,F50,1995,3.9,382,V12,4698,N/A,119e018e-303b-4fb1-892b-f93849412373,2,🇮🇹
2025-09-02 14:39:16.204046+00,43e0bf21-74bb-4f4b-bfed-2ca93e6226a7,,,Acura TLX 2.4 (1st gen),206,247.0,,,Acura,TLX 2.4,2015,7.3,153.6,4.0,2.4 I4,NA,13abe399-ae1c-41ac-8f97-d5ac8045baba,,🇯🇵
2025-05-15 05:09:22.746899+00,34a8d815-2d6f-4ad6-863a-8c36ceb84058,Stelvio,Uncommon,,520,600,285,1850,Alfa Romeo,Stelvio Quadrifoglio,2023,3.8,382,V6,2891,BiTurbo,19010f5b-8f36-4f07-837f-cb4938ff7bea,2,🇮🇹
2025-09-02 14:39:16.204046+00,5a294f72-7652-4135-a983-9cbe833199e0,,,Acura TLX 2.0T,272,380.0,,,Acura,TLX 2.0T,2023,6.1,202.8,4.0,2.0 I4 Turbo,Turbo,1ae56113-63c9-424e-b273-968c90585722,,🇯🇵
2025-09-02 14:39:16.204046+00,1ad5ae80-265b-4fde-81a1-73a20d7a261d,,,Acura TLX 2.0T,272,380.0,,,Acura,TLX 2.0T,2023,6.1,202.8,4.0,2.0 I4 Turbo,Turbo,1d0ce38f-0b7d-43d6-8d7c-549591354a70,,🇯🇵
2025-09-02 14:39:16.204046+00,95f3bb99-7d11-4b1f-a86b-9eda9955ecaa,,,Acura TLX 2.0T,272,380.0,,,Acura,TLX 2.0T,2023,6.1,202.8,4.0,2.0 I4 Turbo,Turbo,1f5d0b96-4fa3-40c8-a21c-b39802322261,,🇯🇵
2025-09-02 14:39:16.204046+00,fa65dce9-14b9-4e19-abb1-f03bc40a5d80,,,Acura TSX V6,280,344.0,,,Acura,TSX V6,2012,6.5,208.8,6.0,3.5 V6,NA,1fd83a82-47ff-49fe-913b-f8d6636303d9,,🇯🇵
2025-09-02 14:39:16.204046+00,15774949-fcdd-405e-bdb2-43abf91de049,,,Acura TL 3.5,280,,,,Acura,TL 3.5,2012,6.2,208.8,6.0,3.5 V6,NA,20d1f32d-d9d8-4133-96bb-43c78f646b60,,🇯🇵
2025-09-02 14:39:16.204046+00,8bcadc26-55d8-4b4e-804c-f442eca4da32,,,Acura TLX 2.0T,272,380.0,,,Acura,TLX 2.0T,2023,6.1,202.8,4.0,2.0 I4 Turbo,Turbo,20e4348c-63b6-4ac8-84e2-a067e08d0f83,,🇯🇵
2025-09-02 14:39:16.204046+00,d877ec70-03d3-4a57-957a-8d41bb933a07,,,Acura NSX NA1 3.0 automatic,252,386.40299999999996,,,Acura,NSX NA1 3.0 AT,1991,,187.9,6.0,3.0 V6,NA,22a10382-894e-492f-9b53-8fbea046ee36,,🇯🇵
2025-09-02 14:39:16.204046+00,4368814a-41ab-4ea3-848d-2d42fcaddbac,,,Acura NSX NA2 3.2 manual,290,412.16319999999996,,1.43,Acura,NSX NA2 3.2 MT,1997,5.7,216.3,6.0,3.2 V6,NA,235e41fe-f2b9-4317-87a8-cc3f4b195a10,,🇯🇵
2025-08-20 13:27:18.43611+00,ceaf4a1f-82de-41ea-8fdb-ba72b22a490a,Alfa romeo spider,Uncommon,,218,265,235,1420,Alfa romeo,Spider,2000,6.8,160,V6,2959,N/A,24b770dd-2a70-4b05-9863-58dd0cfd31ec,,🇮🇹
2025-09-02 14:39:16.204046+00,b0c8cddd-4a86-41d2-be43-799cf980270f,,,Acura RLX (KC1),310,368.0,,,Acura,RLX,2014,6.5,231.2,6.0,3.5 V6,NA,24cad7f3-057e-4ad9-b015-3f4b531b4462,,🇯🇵
2025-09-02 14:39:16.204046+00,2939b11f-ff73-44a3-b716-3260a7272cb3,,,Acura RL (KB1),300,421.6538,,,Acura,RL,2005,6.7,223.7,6.0,3.5 V6,NA,276e9edd-a900-42c8-bfc6-af008b28e756,,🇯🇵
2025-05-15 05:09:22.747092+00,30c73f87-38c7-4cef-a014-c87b0f47a068,GT,,,,,,,Alfa Romeo,GT,2006,,,,,,28ed857f-a801-4f04-b212-8d1c1a62ac55,12,🇮🇹
2025-05-15 05:09:22.747068+00,43e07d5c-59b9-465e-977f-27d54f954bd8,33,,,,,,,Alfa Romeo,33,1988,,,,,,2ed5d50d-d5cc-414d-9641-a55351b88c23,9,🇮🇹
2025-09-02 14:39:16.204046+00,f7e93ac1-f557-4dba-be89-c9c42208ea47,,,Acura MDX (2nd gen) 3.7,300,,,,Acura,MDX 3.7,2007,,223.7,6.0,3.7 V6,NA,306e611c-11ad-408a-ae9d-190958547b4d,,🇯🇵
2025-09-02 14:39:16.204046+00,2a95df24-1b1f-46cb-a3b3-f05045803828,,,Acura TLX 2.0T,272,380.0,,,Acura,TLX 2.0T,2023,6.1,202.8,4.0,2.0 I4 Turbo,Turbo,341f52e9-6c24-410c-a436-23a5bdcc3d94,,🇯🇵
2025-09-02 14:39:16.204046+00,dbfcf80b-14e8-4823-a7a8-bf64a56cd49e,,,Acura Integra (DE4) 1.5T,200,260.0,,,Acura,Integra 1.5T,2023,7.4,149.1,4.0,1.5 I4 Turbo,Turbo,35762f08-bb30-4117-af23-635a146a89a6,,🇯🇵
2025-05-14 15:13:28.852279+00,20942681-68c5-4660-b66f-32f41b587649,Alfa Romeo MiTo,Common,Small sporty hatchback,105,170,184,1160,Alfa Romeo,MiTo,2018,11.2,77,4,1368,Turbo,36740ca6-b0ed-4a82-acd4-e8b357b0fca6,5,🇮🇹
2025-09-02 14:39:16.204046+00,14bc98aa-1a89-4a4b-aec8-fbb1f2939efe,,,Acura RSX Type-S (K20A2),200,192.5236,,,Acura,RSX Type-S,2002,6.2,149.1,4.0,2.0 I4,NA,390a8812-9d82-4f40-ad48-ace04e29c745,,🇯🇵
2025-09-02 14:39:16.204046+00,bbdd9c12-7a7e-44db-89c5-faef4db444fd,,,Acura TL 3.2 (3rd gen),270,322.68039999999996,244.0,1.59,Acura,TL 3.2,2004,6.0,201.3,6.0,3.2 V6,NA,3a9a31a0-d1b5-4b80-a01e-c058faa4ad88,,🇯🇵
2025-05-14 15:13:28.852279+00,6558bb32-eaac-489a-b3ef-cf39eb8b06ad,Alfa Romeo Giulietta,Common,Compact hatchback,120,215,195,1300,Alfa Romeo,Giulietta,2020,9.4,88,4,1368,Turbo,3ba50363-519d-463f-8993-08c6abbe0cd8,4,🇮🇹
2025-09-02 14:39:16.204046+00,c41bc428-a0ff-4feb-aa2c-2ad15f99aa6a,,,Acura Integra 1.5T,200,260.0,,,Acura,Integra 1.5T,2024,7.4,149.1,4.0,1.5 I4 Turbo,Turbo,3caa8ca7-967f-4276-ae42-18c6f12296b3,,🇯🇵
2025-05-15 05:09:22.746628+00,5e0e121e-3439-4557-85bd-df3db2591391,Giulia,,,,,,,Alfa Romeo,Giulia,2020,,,,,,3da14a3f-b1db-4703-8cd8-64f3b69326d8,1,🇮🇹
2025-09-02 14:39:16.204046+00,ee46aad7-f2f3-409b-82c5-5424f4c3cb4a,,,Acura ZDX 3.7,300,,,,Acura,ZDX 3.7,2010,,223.7,6.0,3.7 V6,NA,419f5dbf-47fe-4870-bc78-9a1fc3ab6303,,🇯🇵
2025-03-25 19:09:59.655835+00,421c2206-bc06-4fc7-90a9-e0c010b6285e,Ferrari F40,Legend,ferrari F40,471,577,324,1235,Ferrari,F40,1986,4.1,352,V8,2936,Turbo,438b8c34-cffa-42be-a95a-b32cdc902c53,1,🇮🇹
2025-09-02 14:39:16.204046+00,b726afbc-94c6-4b8b-b3d3-96ff7583e841,,,Acura RL,300,,,,Acura,RL,2010,,223.7,6.0,3.7 V6,NA,43e366a3-a77d-4a69-b99e-c71ce2f98ad8,,🇯🇵
2025-09-02 14:39:16.204046+00,82ca825d-be44-4602-8530-883088df45ea,,,Acura ILX 2.4,201,,,,Acura,ILX 2.4,2021,,149.9,4.0,2.4 I4,NA,4490617f-3616-4dee-b905-4068a4da4264,,🇯🇵
2025-09-02 14:39:16.204046+00,65f43cf7-0aec-4b18-b6c7-5e8785e37c69,,,Acura TLX 2.0T,272,380.0,,,Acura,TLX 2.0T,2023,6.1,202.8,4.0,2.0 I4 Turbo,Turbo,47d33abc-0e79-4c77-896d-a93c41eb1f81,,🇯🇵
2025-09-02 14:39:16.204046+00,997ee12a-6947-49a2-979c-02bfcd3daa38,,,Acura CSX (Canada),155,,,,Acura,CSX,2006,,115.6,4.0,1.8 I4,NA,4989ff6b-4f15-4ccb-95f4-ba52b5b87e14,,🇯🇵
2025-05-15 05:09:22.74701+00,82dfbc01-9068-4127-b5dd-e3f3c5374049,156 Sportwagon,,,,,,,Alfa Romeo,156 Sportwagon,2005,,,,,,4abf2748-96b9-4d32-b973-f743c1a23f41,5,🇮🇹
2025-09-02 14:39:16.204046+00,befb37fd-c3f9-4343-bea7-83ecd3b4d275,,,Acura MDX 3.5,290,,,,Acura,MDX 3.5,2019,,216.3,6.0,3.5 V6,NA,4be84e5a-1e77-46f3-b82c-c78a54f634cb,,🇯🇵
2025-03-27 08:58:15.18484+00,0bc107bd-4ed2-41fb-986b-6e397db93f13,Abarth 595 145,Common,,145,206,210,1035,Abarth,595 145,2016,8,107,4,1368,,4eab9195-25c3-4580-a015-1c8ed82c22b9,6,🇮🇹
2025-09-02 14:39:16.204046+00,7db09570-460e-472e-b5ea-41124c1775eb,,,Acura CSX Type-S (Canada),197,,,,Acura,CSX Type-S,2007,,146.9,4.0,2.0 I4,NA,51e10dd4-d643-43cd-be29-085d3d367e85,,🇯🇵
2025-08-26 06:33:33.195172+00,628eaee1-b77d-4118-8926-1a8251eab333,Ferrari Enzo,Icon,,660,657,350,1365,Ferrari,Enzo,2002,3.6,485,V12,5999,N/A,528269ea-87f6-414c-b749-5c5c504173b4,,🇮🇹
2025-09-02 14:39:16.204046+00,07711827-3d8d-45a4-8979-4338e5f8b0d6,,,Acura RDX 2.3T,240,350.0,,,Acura,RDX 2.3T,2008,,179.0,4.0,2.3 I4 Turbo,Turbo,52c1ccb0-4df4-4e65-b36a-0719c3312fe8,,🇯🇵
2025-09-02 14:39:16.204046+00,702c1f12-288f-410e-bee3-b0b253da2932,,,Acura CL 3.2,225,,,,Acura,CL 3.2,2001,7.0,167.8,6.0,3.2 V6,NA,530b1016-5fb3-44bd-938e-8e8e659252cf,,🇯🇵
2025-09-02 14:39:16.204046+00,b0187c8a-e128-4b5b-8439-1e50d3b10e08,,,Acura Legend (KA8) coupe,230,,,,Acura,Legend Coupe,1993,,171.5,6.0,3.2 V6,NA,53cd3e1d-1d00-40e9-b8cb-7ba70261d4b4,,🇯🇵
2025-09-02 14:39:16.204046+00,f65480f8-e27f-44f4-90bd-94195b4cc31e,,,Acura ZDX Type S (EV),500,,,,Acura,ZDX Type S (EV),2024,4.9,372.9,,Electric,EV,5514f9a1-5a2a-4897-b444-f363c3f14928,,🇯🇵
2025-08-20 13:45:08.457799+00,9f34bcca-343d-4e1f-97e3-ee77aa5bfba5,Alfa Romeo GTV 3.0 V6 24V,Rare,,237,289,255,1445,Alfa Romeo,GTV 3.2,2003,6.7,177,V6,3179,N/A,5632197d-f71f-4440-bd6f-3ebc0179c073,,🇮🇹
2025-09-02 14:39:16.204046+00,6052f4d5-fb2f-407c-9e54-4000da5db382,,,Acura CL 3.2 (Type-S),260,323.0,,,Acura,CL Type-S,2003,6.2,193.9,6.0,3.2 V6,NA,5691b5e9-311f-45b5-896d-338f7983fad5,,🇯🇵
2025-09-02 14:39:16.204046+00,9e586c59-fd09-4665-8869-31ef6b246704,,,Acura Legend,200,,,,Acura,Legend,1990,,149.1,6.0,3.2 V6,NA,571c3bc5-3d77-4977-8f37-527d99695584,,🇯🇵
2025-05-14 15:13:28.852279+00,0e8aa251-4507-451d-bf2d-b4e01b202ec0,Alfa Romeo 4C Spider,Rare,Lightweight sports car,237,350,257,0.895,Alfa Romeo,4C Spider,2020,4.1,177,4,1742,Turbo,5994803b-51ef-4536-a321-2a9ba9bffc4c,3,🇮🇹
2025-09-02 14:39:16.204046+00,675bff57-7def-4e6d-bbb6-05c7068ba45e,,,Acura TLX 2.0T,272,380.0,,,Acura,TLX 2.0T,2023,6.1,202.8,4.0,2.0 I4 Turbo,Turbo,61912a25-92e6-45a3-8a87-d81b910c4ab2,,🇯🇵
2025-03-27 08:37:30.795939+00,758e14d5-01f2-44e9-bd47-e8041da59b84,Ferrari F60 America,Epic,,740,690,330,1600.00,Ferrari,F60 America,2014,3.2,544,V12,6262,Turbo,6227b8e3-27bd-4aa7-8f49-eebc4bf3fcc2,4,🇮🇹
2025-09-02 14:39:16.204046+00,55df6e62-eeb3-4f6e-9374-7d6dd935a75e,,,Acura TL Type-S (UA7),286,347.0848,244.0,1.6,Acura,TL Type-S,2007,5.7,213.3,6.0,3.5 V6,NA,66b8d32d-d3a9-4671-9413-d7861426b43d,,🇯🇵
2025-09-02 14:39:16.204046+00,1a2fdf38-6a84-4874-bec2-ef59521ef9b4,,,Acura RL (KB1 facelift),290,,,,Acura,RL,2008,,216.3,6.0,3.5 V6,NA,66beca5e-5b7a-45e6-aec9-351faa4b323f,,🇯🇵
2025-09-02 14:39:16.204046+00,397389fb-26d1-4545-9312-d20e08093966,,,"Acura EL (2nd gen, Canada)",127,,,,Acura,EL,2001,,94.7,4.0,1.7 I4,NA,6ca00093-e082-49c5-a92b-3b429c22e60d,,🇯🇵
2025-05-15 05:09:22.746954+00,a7ad2d01-ab96-42fe-8410-7e3828606ce1,Tonale,Uncommon,,272,400,225,1600,Alfa Romeo,Tonale,2022,6.5,200,4,1995,Turbo,73aa4fb0-917c-4e58-ae8c-165cc69bef80,3,🇮🇹
2025-09-02 14:39:16.204046+00,db8a0e13-924c-4349-8f0c-2bd0606f3484,,,Acura NSX NA1 3.0 manual,270,386.40299999999996,270.0,1.37,Acura,NSX NA1 3.0 MT,1991,5.9,201.3,6.0,3.0 V6,NA,74695e58-0983-4f71-8082-dcb2a71d372c,,🇯🇵
2025-09-02 14:39:16.204046+00,61381dec-6e57-40dc-93f3-75ebc343cb2e,,,Acura TSX 2.4 (CL9),200,222.0,,,Acura,TSX 2.4,2004,7.6,149.1,4.0,2.4 I4,NA,77b315de-d333-4eb5-9583-17d9b9ba0546,,🇯🇵
2025-09-02 14:39:16.204046+00,57f7695a-6753-4aa6-a19b-cba820703118,,,Acura TLX 2.0T,272,380.0,,,Acura,TLX 2.0T,2023,6.1,202.8,4.0,2.0 I4 Turbo,Turbo,780f5a1b-edb3-4f5f-8a51-e2e40d4c9e8e,,🇯🇵
2025-08-20 13:29:52.253344+00,75b89ffe-2bd5-469e-ac69-01379702ca4c,Alfa romeo SZ V6 Zagato,Rare,,210,245,245,1260,Alfa Romeo,SZ Zagato,1989,7,154,V6,2959,N/A,788255c3-6f27-45aa-9577-074c2c7cf852,,🇮🇹
2025-09-02 14:39:16.204046+00,9434cbe4-6e21-4ff3-90d4-8f1bec3acf13,,,Acura RDX (1st gen) 2.3T,240,350.0,,,Acura,RDX 2.3T,2007,,179.0,4.0,2.3 I4 Turbo,Turbo,7abdf310-89b2-4d95-9428-dbb6fed93ba5,,🇯🇵
2025-09-02 14:39:16.204046+00,eab21a3c-fec1-4526-8a25-1a6915322867,,,Acura MDX 3.5,290,,,,Acura,MDX 3.5,2016,,216.3,6.0,3.5 V6,NA,7f469009-865d-4511-a18c-13ca28397dc5,,🇯🇵
2025-05-15 05:09:22.747077+00,efb6f876-4d96-4d39-af34-56620b0db9c6,75,,,,,,,Alfa Romeo,75,1987,,,,,,7fb43d8f-33c1-4939-afc3-9fe62063025f,10,🇮🇹
2025-09-02 14:39:16.204046+00,8cc5d9c6-eb62-462a-8e76-9c76c2827231,,,Acura Integra GS-R (DC2),170,173.5424,,,Acura,Integra GS-R,1994,,126.8,4.0,1.8 I4,NA,823f1479-d0b4-4adf-8e08-ad0e8a1e921b,,🇯🇵
